"id","title","type","description","release_year","age_certification","runtime","genres","production_countries","seasons","imdb_score","imdb_votes"
"tm244192","Annabelle: Creation","MOVIE","Several years after the tragic death of their little girl, a doll maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, soon becoming the target of the doll maker's possessed creation—Annabelle.",2017,"R",110,"['horror', 'thriller']","['US']",NA,6.5,129883
"tm419595","The Witch: Part 1. The Subversion","MOVIE","Ja-yoon is a high school student who struggles with memory loss after she endured some unknown trauma during her childhood. While trying to uncover the truth, she is unwittingly dragged into a world of crime and finds herself on a journey that will awaken many secrets hidden deep within.",2018,"",125,"['fantasy', 'action', 'european']","['KR']",NA,7.1,9862
"ts76865","Devilman Crybaby","SHOW","Akira Fudo learns from his best friend Ryo Asuka that demons will revive and reclaim the world from humans. With humans hopeless against this threat, Ryo suggests combining with a demon. With this, Akira becomes Devilman, a being with the power of demon but with a human heart.",2018,"TV-MA",25,"['scifi', 'animation', 'action', 'drama', 'fantasy', 'horror']","['JP']",1,7.6,18575
"ts312241","Oats Studios","SHOW","A compilation of shorts, diverse experimental content and more weird stuff spread directly from the devious mind of the South African film director Neill Blomkamp.",2017,"TV-MA",6,"['scifi', 'horror']","['US']",1,6.4,870
"tm270895","I Am Not Your Negro","MOVIE","Working from the text of James Baldwin’s unfinished final novel, director Raoul Peck creates a meditation on what it means to be Black in the United States.",2017,"R",93,"['documentation', 'history', 'european']","['BE', 'FR', 'US']",NA,7.9,21632
"tm244175","The Zookeeper's Wife","MOVIE","The account of keepers of the Warsaw Zoo, Jan and Antonina Zabinski, who helped save hundreds of people and animals during the Nazi invasion.",2017,"PG-13",122,"['drama', 'war', 'history']","['GB', 'US', 'CZ']",NA,7,42808
"ts58307","Bad Blood","SHOW","A dramatization of the life and death of Montreal mob boss Vito Rizzuto.",2017,"TV-14",46,"['drama', 'crime']","['CA']",2,7.5,9593
"tm319818","Outlaw King","MOVIE","Forced into exile by the English after being crowned King of Scotland, legendary warrior Robert the Bruce fights to reclaim the throne.",2018,"R",121,"['drama', 'action', 'history', 'war']","['GB', 'US']",NA,6.9,69834
"ts56648","The Keepers","SHOW","This docuseries examines the decades-old murder of Sister Catherine Cesnik and its suspected link to a priest accused of abuse.",2017,"TV-MA",56,"['crime', 'action', 'drama', 'documentation']","['US']",1,7.6,14
"tm244332","Beirut","MOVIE","In 1980s Beirut, Mason Skiles is a former U.S. diplomat who is called back into service to save a colleague from the group that is possibly responsible for his own family's death. Meanwhile, a CIA field agent who is working under cover at the American embassy is tasked with keeping Mason alive and ensuring that the mission is a success.",2018,"R",109,"['thriller', 'action', 'crime', 'drama']","['US']",NA,6.4,21843
"tm315340","The Night Comes for Us","MOVIE","After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.",2018,"R",121,"['thriller', 'action']","['ID']",NA,6.9,25500
"ts42294","13 Reasons Why","SHOW","After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",2017,"TV-MA",58,"['drama', 'thriller']","['US']",4,7.5,282373
"ts84010","Pine Gap","SHOW","A team of talented Australian and American intelligence analysts work together to ensure global stability in one of the world's most important and secretive joint intelligence facilities... Pine Gap. But the relationship between the Australian and American intelligence analysts working at Pine Gap isn’t always rosy.",2018,"TV-MA",56,"['drama', 'thriller']","['AU']",1,7.2,4772
"tm414887","Destination Wedding","MOVIE","Frank and Lindsay—two emotionally-broken strangers—meet on the way to a destination wedding. Over the course of the weekend and against all odds, they find themselves drawn together even though they are initially repulsed by one another.",2018,"R",84,"['romance', 'comedy', 'drama']","['US']",NA,6,28933
"ts80035","Nightflyers","SHOW","In the year 2093, a team of scientists aboard the Nightflyer, the most advanced ship ever built, embarks on a journey to find other life forms. Their mission takes them to the edge of the solar system, and to the edge of insanity, as they realize true horror isn't waiting for them in outer space—it's already on their ship.",2018,"TV-MA",44,"['scifi', 'thriller', 'drama', 'horror']","['US']",1,5.8,13103
"ts57055","Black Lightning","SHOW","Jefferson Pierce is a man wrestling with a secret. As the father of two daughters and principal of a charter high school that also serves as a safe haven for young people in a New Orleans neighborhood overrun by gang violence, he is a hero to his community.",2018,"TV-14",42,"['scifi', 'action', 'drama']","['US']",4,6.1,24646
"tm434202","Malevolent","MOVIE","A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real.",2018,"",89,"['horror', 'thriller']","['GB']",NA,4.8,13290
"tm310706","Extinction","MOVIE","A chief mechanic at a factory, haunted by apocalyptic nightmares, becomes a hero when Earth is invaded by a mysterious army bent on destruction.",2018,"R",96,"['drama', 'thriller', 'scifi', 'action']","['US']",NA,5.8,51781
"ts56480","Troy: Fall of a City","SHOW","A rich story of love, intrigue, betrayal and belonging told from the perspective of the Trojan royal family at the heart of the siege of Troy.",2018,"TV-MA",58,"['war', 'fantasy', 'romance', 'action']","['GB']",1,3.9,13677
"tm307283","Cargo","MOVIE","After being infected in the wake of a violent pandemic and with only 48 hours to live, a father struggles to find a new home for his baby daughter.",2017,"",105,"['drama', 'thriller', 'horror', 'scifi']","['AU']",NA,6.3,42722
"ts82597","The Dragon Prince","SHOW","An extraordinary discovery inspires two human princes and an elven assassin to team up on an epic quest to bring peace to their warring lands.",2018,"TV-Y7",27,"['scifi', 'animation', 'action', 'drama', 'family', 'fantasy', 'thriller']","['US']",3,8.4,21635
"ts55962","Dear White People","SHOW","At a predominantly white Ivy League college, a diverse group of students navigate various forms of racial and other types of discrimination.",2017,"TV-MA",29,"['comedy', 'drama']","['US']",4,6.1,24863
"tm244229","Everybody Knows","MOVIE","Laura, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her Argentinian husband and children. However, the trip is upset by unexpected events that bring secrets into the open.",2018,"R",132,"['drama', 'crime', 'thriller', 'european']","['IT', 'ES', 'FR']",NA,6.9,34009
"ts75164","VeggieTales in the City","SHOW","With exciting trips to the big city, the ski slopes and beyond, the Veggie friends expand their horizons and learn valuable faith-based lessons.",2017,"TV-Y",23,"['comedy', 'family', 'music', 'animation']","['US']",3,5.7,110
"ts75263","Wormwood","SHOW","In this genre-bending tale, Errol Morris explores the mysterious death of a U.S. scientist entangled in a secret Cold War program known as MK-Ultra.",2017,"TV-14",43,"['crime', 'drama', 'documentation', 'fantasy']","['US']",1,7,4181
"tm357589","The Guernsey Literary & Potato Peel Pie Society","MOVIE","Free-spirited writer Juliet Ashton forms a life-changing bond with the delightful and eccentric Guernsey Literary and Potato Peel Pie Society, when she decides to write about the book club they formed during the occupation of Guernsey in WWII.",2018,"",124,"['romance', 'drama', 'history', 'war']","['GB', 'US', 'FR']",NA,7.3,44917
"tm317542","1922","MOVIE","A simple yet proud rancher conspires to murder his wife for financial gain, convincing his teenage son to participate.",2017,"",102,"['horror', 'crime', 'documentation', 'drama', 'thriller']","['US']",NA,6.2,60982
"tm321703","Home Again","MOVIE","Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.",2017,"PG-13",97,"['drama', 'romance', 'comedy']","['US']",NA,5.8,31620
"tm244233","The Book of Henry","MOVIE","Susan, a single mother of two, works as a waitress in a small town. Her son, Henry, is an 11-year-old genius who not only manages the family finances but acts as emotional support for his mother and younger brother. When Henry discovers that the girl next door has a terrible secret, he implores Susan to take matters into her own hands.",2017,"PG-13",105,"['thriller', 'crime', 'drama']","['US']",NA,6.5,27052
"ts81344","Explained","SHOW","This documentary series, made in partnership with Vox, explain some of the world's current trends, from politics, to science to pop culture.",2018,"TV-MA",21,"['documentation']","['US']",3,8,8831
"tm349803","Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton","MOVIE","Offbeat documentarian Chris Smith provides a behind-the-scenes look at how Jim Carrey adopted the persona of idiosyncratic comedian Andy Kaufman on the set of Man on the Moon.",2017,"",94,"['comedy', 'documentation']","['US', 'CA']",NA,7.7,25593
"ts82228","Cells at Work!","SHOW","This is a story about you. A tale about the inside of your body... According to a new study, the human body consists of approximately 37 trillion cells. These cells are hard at work every day within a world that is your body. From the oxygen-carrying red blood cells to the bacteria-fighting white blood cells, get to know the unsung heroes and the drama that unfolds inside of you! It's the oddly relatable and interesting story that is the life of cells!",2018,"TV-14",23,"['action', 'fantasy', 'animation', 'comedy']","['JP']",2,7.5,2206
"ts81331","She-Ra and the Princesses of Power","SHOW","In this reboot of the '80s series, a magic sword transforms an orphan girl into warrior She-Ra, who unites a rebellion to fight against evil.",2018,"TV-Y7",24,"['scifi', 'action', 'family', 'animation', 'fantasy', 'comedy', 'drama']","['US']",5,7.8,14935
"ts55798","Stranger","SHOW","With the help of a gutsy female detective, a prosecutor who has lost the ability to feel empathy tackles a murder case amid political corruption.",2017,"TV-MA",64,"['drama', 'thriller', 'crime', 'romance', 'scifi', 'comedy']","['KR']",2,8.5,7645
"ts78356","The Rain","SHOW","After a brutal virus wipes out most of the population, two young siblings embark on a perilous search for safety. A Scandinavian thriller series.",2018,"TV-MA",43,"['drama', 'scifi', 'thriller']","['DK']",3,7.3,616
"tm227940","Berlin Syndrome","MOVIE","A passionate holiday romance leads to an obsessive relationship when an Australian photojournalist wakes one morning in a Berlin apartment and is unable to leave.",2017,"R",116,"['thriller', 'horror', 'drama']","['AU']",NA,6.2,24733
"tm244197","Replicas","MOVIE","A scientist becomes obsessed with returning his family to normalcy after a terrible accident.",2018,"PG-13",107,"['thriller', 'drama', 'scifi']","['PR', 'US', 'GB', 'CN']",NA,5.5,37340
"tm368449","Private Life","MOVIE","Richard and Rachel, a couple in the throes of infertility, try to maintain their marriage as they descend deeper and deeper into the insular world of assisted reproduction and domestic adoption.",2018,"R",123,"['drama', 'comedy']","['US']",NA,7.2,19023
"tm211554","Beyond Skyline","MOVIE","Detective Mark Corley storms his way onto an alien spaceship to rescue his estranged son. When the ship crashes in Southeast Asia, he forges an alliance with a band of survivors to take back the planet once and for all.",2017,"R",105,"['scifi', 'thriller', 'horror', 'action']","['SG', 'US', 'GB', 'ID', 'CA', 'CN']",NA,5.3,21540
"tm232673","The Strangers: Prey at Night","MOVIE","A family’s road trip takes a dangerous turn when they arrive at a secluded mobile home park to stay with some relatives and find it mysteriously deserted. Under the cover of darkness, three masked killers pay them a visit to test the family’s every limit as they struggle to survive.",2018,"",85,"['thriller', 'horror']","['US', 'GB']",NA,5.2,30499
"ts84904","Tidelands","SHOW","Ex-con Cal McTeer's return to her hometown of Orphelin Bay blows the lid off a generations-long conspiracy of silence around murder, drugs and Sirens.",2018,"TV-MA",42,"['scifi', 'fantasy', 'crime', 'drama']","['AU']",1,6.8,7727
"ts57303","Friends from College","SHOW","Twenty years after graduation, a tight-knit group of college friends reconnects and discovers that love hasn't gotten easier with age.",2017,"TV-MA",30,"['comedy', 'drama']","['US']",2,6.9,20242
"tm299677","Hold the Dark","MOVIE","In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery.",2018,"",125,"['thriller', 'horror', 'action', 'drama']","['US']",NA,5.6,36500
"ts82302","Insatiable","SHOW","A bullied teenager turns to beauty pageants as a way to exact her revenge, with the help of a disgraced coach who soon realizes he's in over his head.",2018,"TV-MA",46,"['drama', 'comedy', 'thriller']","['US']",2,6.5,27275
"tm449070","Black Mirror: Bandersnatch","MOVIE","In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings.",2018,"R",90,"['scifi', 'thriller', 'fantasy', 'drama']","['GB', 'US']",NA,7.1,123377
"ts85895","Better Than Us","SHOW","Moscow in a not so distant future where human beings share their daily lives with robots. Georgy, a forensic who has a robot assistant, suddenly finds himself caught up in the first murder committed by a new kind of experimental humanoid.",2018,"TV-MA",52,"['scifi', 'drama']","['RU']",2,7.3,8711
"ts56511","Cable Girls","SHOW","In 1920s Madrid, four women at the National Telephone Company ring in revolution as they deal with romance, envy and the modern workplace.",2017,"TV-MA",50,"['drama', 'european']","['ES']",5,7.6,13855
"ts57822","Sick Note","SHOW","When Daniel Glass is misdiagnosed with a fatal disease he begins to notice how everyone around him treats him better. But then he finds out he was misdiagnosed by the most incompetent oncologist on Earth and now he has a big decision to make: come clean and go back to his old rubbish life, or keep pretending to be ill.",2017,"TV-MA",24,"['comedy', 'crime']","['GB']",2,6.8,7173
"tm221953","Bāhubali 2: The Conclusion","MOVIE","When Mahendra, the son of Bāhubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",2017,"",168,"['fantasy', 'action', 'drama']","['IN']",NA,8.2,91560
"tm435916","The Perfection","MOVIE","When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.",2018,"",90,"['thriller', 'drama', 'horror', 'music']","['US']",NA,6.1,41508
"tm233362","The Discovery","MOVIE","In the near future, due to a breakthrough scientific discovery by Dr. Thomas Harbor, there is now definitive proof of an afterlife. While countless people have chosen suicide to reset their existence, others try to decide what it all means. Among them is Dr. Harbor's son Will, who has arrived at his father's isolated compound with a mysterious young woman named Isla. There, they discover the strange acolytes who help Dr. Harbor with his experiments.",2017,"",102,"['thriller', 'drama', 'romance', 'scifi']","['US']",NA,6.2,33579
"ts79546","MEGALOBOX","SHOW","A desolate land stretches out from the city of poverty. A motorcycle speeds recklessly, blowing clouds of sand and dust. The rider is the protagonist of this story – he has neither a name nor a past. All he has is his ring name, “Junk Dog” and a technique for rigging MEGALOBOX matches with his pal Gansaku Nanbu, which they use to support their hand-to-mouth lives. JD is bored, resigned, and unfulfilled. Yuri has been the reigning champion of MEGALOBOX for the past few years. He has the skills and presence of a true champion. This is a story of JD and his rival, Yuri.",2018,"TV-MA",24,"['action', 'animation', 'drama', 'scifi', 'sport']","['JP']",2,7.8,3144
"tm362098","The Kindergarten Teacher","MOVIE","Lisa Spinelli is a Staten Island teacher who is unusually devoted to her students. When she discovers one of her five-year-olds is a prodigy, she becomes fascinated with the boy, ultimately risking her family and freedom to nurture his talent.",2018,"R",96,"['drama', 'thriller', 'european']","['US']",NA,6.7,15683
"tm346467","Wheelman","MOVIE","A getaway driver for a bank robbery realizes he has been double crossed and races to find out who betrayed him.",2017,"R",82,"['thriller', 'crime', 'action']","['US']",NA,6.4,19951
"tm433381","Mirage","MOVIE","During a mysterious thunderstorm, Vera, a young mother, manages to save a life in danger, but her good deed causes a disturbing chain of unexpected consequences.",2018,"R",129,"['thriller', 'drama', 'documentation', 'fantasy', 'music', 'romance', 'european']","['ES']",NA,7.4,52657
"tm412550","Set It Up","MOVIE","Two overworked and underpaid assistants come up with a plan to get their bosses off their backs by setting them up with each other.",2018,"PG-13",105,"['comedy', 'romance']","['US']",NA,6.5,49880
"tm315424","An Evening with Beverly Luff Linn","MOVIE","Lulu Danger's unsatisfying marriage takes a turn for the worse when a mysterious man from her past comes to town to perform an event called ""An Evening with Beverly Luff Linn: For One Magical Night Only.""",2018,"R",108,"['crime', 'comedy']","['GB', 'US']",NA,5.8,5457
"ts84533","Transformers: Cyberverse","SHOW","When Bumblebee begins to suffer amnesia, his partner, Windblade, comes to the rescue, and repairs his memory chips, enabling him to rediscover his past adventures on Cybertron. Once his memories are repaired, Bumblebee gets a clue that will lead both him and Windblade to complete their current mission and save their friends, unaware that Megatron sent his Decepticon assassins to hunt them down.",2018,"TV-Y7",11,"['action', 'animation', 'scifi']","['US']",3,6.5,350
"ts83455","Wanderlust","SHOW","A therapist tries to save her marriage after a cycling accident causes them to reassess their relationship.",2018,"TV-MA",57,"['drama']","[]",1,7,5225
"ts75772","Jack Whitehall: Travels with My Father","SHOW","Comic Jack Whitehall invites his stodgy, unadventurous father to travel with him to odd locations and events in an attempt to strengthen their bond.",2017,"TV-MA",46,"['reality', 'comedy', 'documentation', 'european']","['GB']",5,7.6,5388
"ts77518","Teasing Master Takagi-san","SHOW","""If you blush, you lose."" Living by this principle, the middle schooler Nishikata gets constantly made fun of by his seat neighbor Takagi-san. With his pride shattered to pieces, he vows to turn the tables and get back at her some day. And so, he attempts to tease her day after day, only to find himself victim to Takagi-san's ridicule again sooner than later. Will he be able to make Takagi-san blush from embarrassment even once in the end?",2018,"TV-PG",24,"['comedy', 'animation', 'romance']","['JP']",3,7.7,2030
"ts79234","The Boss Baby: Back in Business","SHOW","With a little help from his brother and accomplice, Tim, Boss Baby tries to balance family life with his job at Baby Corp headquarters.",2018,"TV-G",23,"['action', 'comedy', 'animation', 'family', 'fantasy']","['US']",4,6.4,3595
"tm139545","The Outsider","MOVIE","A former American G.I. joins a yakuza family after his release from prison in post-World War II Osaka.",2018,"R",120,"['crime', 'thriller', 'action', 'drama']","['US']",NA,6.2,25223
"ts77824","My Next Guest Needs No Introduction With David Letterman","SHOW","TV legend David Letterman teams up with fascinating global figures for in-depth interviews and curiosity-fueled excursions in this monthly talk show.",2018,"TV-MA",55,"[]","['US']",4,7.9,5194
"tm314477","Skins","MOVIE","In a strange world where people share numerous deformities, the same problem we all face challenges each of them: to find someone who accepts you as you are. Sometimes, that means finding yourself first.",2017,"",78,"['comedy', 'drama', 'fantasy', 'european']","['ES']",NA,6.1,5686
"tm420274","Hannah Gadsby: Nanette","MOVIE","The Australian comedian Hannah Gadsby is taking an anti-comedy stance in her newest special.",2018,"",69,"['comedy', 'documentation']","['AU']",NA,8.1,12035
"ts80720","Scissor Seven","SHOW","Seeking to recover his memory, a scissor-wielding, hairdressing, bungling quasi-assassin stumbles into a struggle for power among feuding factions.",2018,"TV-PG",15,"['action', 'animation', 'comedy', 'drama', 'fantasy', 'romance']","['CN']",3,8.5,297
"ts57439","Damnation","SHOW","Seth Davenport is masquerading as a small town Iowa preacher in the hopes of starting a full-blown insurrection against the status quo, unaware that an industrialist tycoon has hired a professional strikebreaker to stop the uprising by any means necessary. An epic saga of the secret history of the 1930’s American heartland, chronicling the mythic conflict and bloody struggle between big money and the downtrodden, God and greed, charlatans, and prophets.",2017,"TV-MA",43,"['western', 'drama', 'crime']","['US']",1,7.6,8111
"tm317566","Creep 2","MOVIE","After finding an ad online for “video work,” Sara, a video artist whose primary focus is creating intimacy with lonely men, thinks she may have found the subject of her dreams. She drives to a remote house in the forest and meets a man claiming to be a serial killer. Unable to resist the chance to create a truly shocking piece of art, she agrees to spend the day with him. However, as the day goes on, she discovers she may have dug herself into a hole from which she can’t escape.",2017,"R",80,"['horror', 'thriller', 'crime', 'drama']","['US']",NA,6.4,24468
"tm367065","Shirkers","MOVIE","In 1992, teenager Sandi Tan shot Singapore's first indie road movie with her enigmatic American mentor Georges – who then vanished with all the footage. Twenty years later, the 16mm film is recovered, sending Tan, now a novelist in Los Angeles, on a personal odyssey in search of Georges' vanishing footprints.",2018,"",96,"['documentation']","['GB', 'US', 'SG']",NA,7.4,5020
"tm426274","The After Party","MOVIE","When an aspiring rapper goes viral for the wrong reasons, he thinks his career is sunk. But a wild party gives him one more chance to make it right.",2018,"",89,"['comedy', 'horror', 'music']","['US']",NA,5.7,4348
"tm433228","Red Joan","MOVIE","London, England, May 2000. The peaceful life of elderly Joan Stanley is suddenly disrupted when she is arrested by the British Intelligence Service and accused of providing information to communist Russia during the forties.",2018,"R",101,"['thriller', 'drama', 'history', 'romance']","['GB']",NA,6.4,12124
"tm316414","Hell Fest","MOVIE","On Halloween night at a horror theme park, a costumed killer begins slaying innocent patrons who believe that it's all part of the festivities.",2018,"R",89,"['horror', 'thriller']","['US']",NA,5.5,16610
"tm311921","Small Town Crime","MOVIE","Mike Kendall, a disgraced ex-cop, is fighting a losing battle with the bottle. When he finds a woman left for dead at the side of a road, Kendall turns private eye to track down her killers, taking one last shot at redemption.",2018,"R",91,"['thriller', 'crime']","['US']",NA,6.6,11167
"tm370212","Adrift","MOVIE","A true story of survival, as a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.",2018,"PG-13",96,"['thriller', 'drama', 'romance', 'action', 'european']","['HK', 'IS', 'US']",NA,6.6,54750
"ts58152","Cathedral of the Sea","SHOW","In the 14th century, Barcelona is experiencing one of its most prosperous moments. The city has grown to La Ribera, a fishing district in which the largest Marian temple ever known is built: Santa María del Mar. But the construction runs parallel to Arnau Estanyol, a serf of the land who, fleeing the abuses of The feudal lords of the countryside take refuge in Barcelona.",2018,"TV-MA",57,"['drama', 'history']","['ES']",1,7.4,4292
"ts84779","Haunted","SHOW","Real people sit down with friends and family to share terrifying true stories from their past, re-created through chilling re-enactments.",2018,"TV-MA",25,"['documentation', 'horror', 'reality']","['US']",3,4.6,3150
"tm410742","Happy as Lazzaro","MOVIE","Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise’s son will change his world.",2018,"PG-13",125,"['fantasy', 'drama', 'european']","['IT', 'CH', 'FR']",NA,7.5,17716
"ts56038","Dave Chappelle","SHOW","Comedy icon Dave Chappelle makes his triumphant return to the screen with a pair of blistering, fresh stand-up specials.",2017,"",60,"['comedy', 'documentation']","['US']",1,8.7,2753
"ts84574","Salt Fat Acid Heat","SHOW","Chef and food writer Samin Nosrat travels the world to explore four basic keys to wonderful cooking, serving up feasts and helpful tips along the way.",2018,"",40,"['documentation']","['US']",1,7.7,2419
"ts56481","Great News","SHOW","A New Jersey mom puts her relationship with her daughter to the test when she lands an internship at the same TV station where her daughter works.",2017,"TV-PG",21,"['comedy']","['US']",2,7,6810
"ts82560","Dark Tourist","SHOW","The definition of ""tourism"" is redefined as New Zealand filmmaker David Farrier sets his sights on the world of dark tourism.  From nuclear tourism in Japan to Pablo Escobar-inspired tourism in Columbia to frontier tourism in Turkmenistan, David visits the world’s grisly and offbeat destinations, meeting travelers drawn to them, and the people telling these stories day after day.",2018,"TV-MA",41,"['action', 'documentation']","['NZ']",1,7.5,7158
"tm348993","22 July","MOVIE","In Norway on 22 July 2011, neo-Nazi terrorist Anders Behring Breivik murdered 77 young people attending a Labour Party Youth Camp on Utöya Island outside of Oslo. This three-part story will focus on the survivors of the attacks, the political leadership of Norway, and the lawyers involved.",2018,"R",143,"['thriller', 'history', 'crime', 'drama', 'european']","['NO', 'US', 'IS']",NA,6.8,33246
"ts55231","Abstract: The Art of Design","SHOW","Step inside the minds of the most innovative designers in a variety of disciplines and learn how design impacts every aspect of life.",2017,"TV-14",45,"['documentation']","['US']",2,8.4,5306
"tm285107","Victoria & Abdul","MOVIE","Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.",2017,"PG-13",112,"['drama', 'history']","['GB', 'US']",NA,6.8,35458
"ts88783","Bakugan: Battle Planet","SHOW","Bakugan Battle Planet follows the adventures of Dan Kouzo and his best friends: the first kids on Earth to bond with the mysterious creatures known as Bakugan!",2018,"TV-Y7",20,"['scifi', 'animation', 'action', 'comedy', 'family', 'fantasy']","['JP']",4,5.1,220
"ts57814","Kakegurui","SHOW","Hyakkaou Private Academy. An institution for the privileged with a very peculiar curriculum. You see, when you're the sons and daughters of the wealthiest of the wealthy, it's not athletic prowess or book smarts that keep you ahead. It's reading your opponent, the art of the deal. What better way to hone those skills than with a rigorous curriculum of gambling? At Hyakkaou Private Academy, the winners live like kings, and the losers are put through the wringer. But when Yumeko Jabami enrolls, she's gonna teach these kids what a high roller really looks like!",2017,"TV-14",24,"['action', 'animation', 'drama', 'thriller']","['JP']",2,7.2,8547
"ts82281","Zoids Wild","SHOW","A quest for freedom and legendary treasure begins when a cheerful young adventurer follows his father's footsteps to become the greatest Zoids hunter.",2018,"TV-Y7",21,"['scifi', 'action', 'comedy', 'animation']","['JP']",1,6,25
"tm217228","Death Note","MOVIE","A young man comes to possess a supernatural notebook, the Death Note, that grants him the power to kill any person simply by writing down their name on the pages. He then decides to use the notebook to kill criminals and change the world, but an enigmatic detective attempts to track him down and end his reign of terror.",2017,"NC-17",101,"['fantasy', 'horror', 'thriller', 'action', 'crime', 'drama']","['US']",NA,4.5,83519
"tm244307","Bright","MOVIE","In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle.",2017,"R",117,"['thriller', 'fantasy', 'action', 'crime', 'scifi']","['US']",NA,6.3,183841
"tm412623","The Kissing Booth","MOVIE","When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend.",2018,"",105,"['romance', 'comedy']","['GB']",NA,5.9,81639
"tm298339","Handsome Devil","MOVIE","A music-mad 16-year-old outcast at a rugby-mad boarding school forms an unlikely friendship with his dashing new roommate.",2017,"",95,"['drama', 'comedy', 'sport', 'european']","['IE']",NA,7,13708
"ts57964","Hotel Transylvania: The Series","SHOW","Mavis navigates life without her dad, Dracula, around and discovers one of the few common human and monster truths: being a teenager bites.",2017,"TV-Y7",16,"['comedy', 'family', 'fantasy', 'horror', 'animation']","['US']",2,5.5,694
"ts78298","My Mister","SHOW","In a world that is less than kind, a young woman and a middle-aged man develop a sense of kinship as they find warmth and comfort in one another.",2018,"TV-14",79,"['drama', 'family']","['KR']",1,9.2,5481
"ts83251","Magic for Humans","SHOW","From baffling people on the street to orchestrating elaborate tricks, Justin Willman blends good-natured magic with grown-up laughs.",2018,"TV-14",24,"['comedy', 'reality']","['US']",3,7.1,3316
"ts55194","Bill Nye Saves the World","SHOW","Bill Nye explores science and its impact on politics, society and pop culture. Each episode tackles a topic from a scientific point of view, dispelling myths, and refuting anti-scientific claims that may be espoused by politicians, religious leaders or titans of industry.",2017,"TV-14",30,"['comedy']","['US']",3,3.5,7233
"ts84335","1983","SHOW","Twenty years after a devastating terrorist attack in 1983 that halted the course of Poland's liberation and the subsequent downfall of the Soviet Union, an idealistic law student Kajetan and a disgraced police investigator Anatol stumble upon a conspiracy that has kept the Iron Curtain standing and Poland living under a repressive police state.",2018,"TV-MA",57,"['drama', 'crime', 'thriller']","['PL']",1,6.8,4173
"tm299504","Holy Camp!","MOVIE","María and Susana, two rebellious teenagers, spend the summer in a catholic camp. While they are grounded during a weekend, the most unexpected arrival in the most unexpected way will change their feelings about life, love and freedom.",2017,"",109,"['comedy', 'european']","['ES']",NA,6.2,3986
"tm321224","Game Over, Man!","MOVIE","Three friends are on the verge of getting their video game financed when their benefactor is taken hostage by terrorists.",2018,"R",100,"['comedy', 'action']","['US']",NA,5.4,29773
"ts57947","Unit 42","SHOW","The investigations of two police officers from The Brussels Digital Unit, a unit specializing in cybercrime.",2017,"",48,"['crime', 'thriller', 'drama', 'european']","['BE']",2,7,2311
"ts83763","Black Earth Rising","SHOW","As a child, Kate Ashby was rescued from the horrific aftermath of the Rwandan genocide and brought to the UK. But the tragic shadow of her past proves impossible to escape.",2018,"TV-MA",59,"['crime', 'thriller']","['GB']",1,7.4,4790
"tm298084","On Body and Soul","MOVIE","Two introverted people find out by pure chance that they share the same dream every night. They are puzzled, incredulous, a bit frightened. As they hesitantly accept this strange coincidence, they try to recreate in broad daylight what happens in their dream.",2017,"",116,"['fantasy', 'drama', 'romance']","['HU']",NA,7.5,27003
"ts82892","I Am a Killer","SHOW","Death row inmates convicted of capital murder give a firsthand account of their crimes in this documentary series.",2018,"TV-MA",46,"['crime', 'documentation']","['GB']",2,7.4,3937
"tm219259","Goon: Last of the Enforcers","MOVIE","During a pro lockout, Doug ""The Thug"" Glatt is injured and must choose whether to defend his team against a dangerous new enemy, or be there for his wife as she prepares to give birth to his daughter.",2017,"R",101,"['comedy', 'sport']","['CA']",NA,5.8,13476
"ts79422","Nailed It!","SHOW","Home bakers with a terrible track record take a crack at re-creating edible masterpieces for a $10,000 prize. It's part reality contest, part hot mess.",2018,"TV-PG",33,"['reality', 'comedy']","['US']",6,7.4,4682
"ts83561","Immortals","SHOW","Driven by revenge, human-turned-vampire Mia sets out to vanquish Dmitry, a ruthless vampire leader who seeks an artifact that grants immortality.",2018,"TV-MA",28,"['scifi', 'action', 'drama', 'fantasy', 'thriller', 'music']","['TR']",1,5.4,3087
